InvoiceNo,DateKey,StockCode,CustomerID,Quantity,UnitPrice,SalesAmount
566301,20110911,22960,16474,1,4.25,4.25
566301,20110911,23080,16474,1,8.25,8.25
566301,20110911,85152,16474,1,2.1,2.1
566301,20110911,22564,16474,1,1.25,1.25
566301,20110911,23322,16474,3,2.95,8.850000000000001
566301,20110911,23321,16474,3,1.65,4.949999999999999
566302,20110911,23080,16474,1,8.25,8.25
565080,20110901,20677,13509,8,1.25,10
565080,20110901,22128,13509,24,1.25,30
565082,20110901,22423,13305,2,12.75,25.5
565082,20110901,15060B,13305,8,3.75,30
565082,20110901,23245,13305,4,4.95,19.8
565083,20110901,22609,16187,36,0.19,6.84
565083,20110901,22741,16187,48,0.85,40.8
565083,20110901,23146,16187,16,3.29,52.64
565083,20110901,72351A,16187,24,2.1,50.400000000000006
565083,20110901,72351B,16187,12,2.1,25.200000000000003
565083,20110901,22652,16187,10,1.65,16.5
565083,20110901,22489,16187,24,0.42,10.08
565083,20110901,22653,16187,20,1.95,39
565083,20110901,23263,16187,24,1.25,30
565083,20110901,21415,16187,24,2.1,50.400000000000006
565083,20110901,22212,16187,6,2.1,12.600000000000001
565084,20110901,23309,17306,120,0.42,50.4
565084,20110901,22970,17306,36,2.1,75.60000000000001
565084,20110901,22988,17306,144,1.06,152.64000000000001
565084,20110901,22902,17306,50,1.69,84.5
565084,20110901,22659,17306,64,1.65,105.6
565084,20110901,22616,17306,432,0.25,108
565086,20110901,22625,13631,7,7.5,52.5
565087,20110901,23085,13276,4,10.4,41.6
565087,20110901,85048,13276,2,7.95,15.9
565087,20110901,22943,13276,3,4.95,14.850000000000001
565087,20110901,22423,13276,1,12.75,12.75
565087,20110901,22890,13276,2,9.95,19.9
565087,20110901,37449,13276,2,9.95,19.9
565087,20110901,23084,13276,6,2.08,12.48
565088,20110901,23293,16145,8,0.83,6.64
565088,20110901,23296,16145,8,1.25,10
565088,20110901,23294,16145,8,0.83,6.64
565088,20110901,23295,16145,8,0.83,6.64
565088,20110901,23328,16145,4,3.75,15
565088,20110901,16008,16145,24,0.12,2.88
565088,20110901,22095,16145,36,0.39,14.040000000000001
565088,20110901,22610,16145,36,0.19,6.84
565088,20110901,84625C,16145,24,0.85,20.4
565088,20110901,23187,16145,48,0.29,13.919999999999998
565088,20110901,85123A,16145,6,2.95,17.700000000000003
565088,20110901,23436,16145,12,1.25,15
565088,20110901,23437,16145,12,1.25,15
565088,20110901,23354,16145,12,0.83,9.959999999999999
565088,20110901,22077,16145,12,1.65,19.799999999999997
565088,20110901,23275,16145,12,1.25,15
565088,20110901,23298,16145,3,4.95,14.850000000000001
565088,20110901,23313,16145,5,4.95,24.75
565088,20110901,22720,16145,3,4.95,14.850000000000001
565088,20110901,22196,16145,12,0.85,10.2
565088,20110901,21231,16145,12,1.25,15
565088,20110901,21232,16145,12,1.25,15
565088,20110901,20914,16145,6,2.95,17.700000000000003
565088,20110901,22907,16145,12,0.85,10.2
565090,20110901,72741,17572,18,1.45,26.099999999999998
565090,20110901,21107,17572,6,2.95,17.700000000000003
565091,20110901,23032,16011,24,1.65,39.599999999999994
565091,20110901,23034,16011,12,1.45,17.4
565091,20110901,23035,16011,12,1.45,17.4
565091,20110901,22077,16011,12,1.65,19.799999999999997
565091,20110901,85049E,16011,12,1.25,15
565091,20110901,22076,16011,12,1.65,19.799999999999997
565091,20110901,22676,16011,10,1.25,12.5
565091,20110901,22677,16011,20,1.25,25
565091,20110901,22681,16011,10,1.25,12.5
565091,20110901,22685,16011,10,1.25,12.5
565091,20110901,22680,16011,10,1.25,12.5
565091,20110901,22943,16011,3,4.95,14.850000000000001
565091,20110901,22457,16011,12,2.95,35.400000000000006
565091,20110901,84946,16011,12,1.25,15
565091,20110901,21668,16011,12,1.25,15
565091,20110901,21670,16011,12,1.25,15
565092,20110901,23293,14092,16,0.83,13.28
565092,20110901,23296,14092,8,1.25,10
565092,20110901,23084,14092,18,2.08,37.44
565092,20110901,22966,14092,12,1.25,15
565092,20110901,84380,14092,12,1.25,15
565092,20110901,85123A,14092,12,2.95,35.400000000000006
565092,20110901,84978,14092,12,1.25,15
565092,20110901,21212,14092,24,0.55,13.200000000000001
565092,20110901,22956,14092,6,2.1,12.600000000000001
565092,20110901,23307,14092,24,0.55,13.200000000000001
565092,20110901,23438,14092,12,1.25,15
565092,20110901,21314,14092,8,2.1,16.8
565092,20110901,22197,14092,12,0.85,10.2
565092,20110901,22993,14092,12,1.25,15
565092,20110901,22963,14092,12,0.85,10.2
565092,20110901,23245,14092,4,4.95,19.8
565092,20110901,22379,14092,5,2.1,10.5
565092,20110901,21121,14092,24,1.25,30
565093,20110901,23012,13408,12,3.45,41.400000000000006
565093,20110901,23013,13408,12,3.45,41.400000000000006
565093,20110901,23014,13408,12,3.45,41.400000000000006
565093,20110901,22147,13408,40,1.25,50
565093,20110901,22423,13408,16,10.95,175.2
565093,20110901,84755,13408,144,0.55,79.2
565114,20110901,21789,13588,24,0.85,20.4
565114,20110901,22492,13588,36,0.65,23.400000000000002
565114,20110901,22493,13588,12,1.65,19.799999999999997
565114,20110901,22536,13588,24,0.42,10.08
565114,20110901,22535,13588,24,0.42,10.08
565114,20110901,22545,13588,24,0.42,10.08
565114,20110901,22546,13588,24,0.42,10.08
565114,20110901,23311,13588,6,2.55,15.299999999999999
565114,20110901,22210,13588,12,0.83,9.959999999999999
565114,20110901,22208,13588,12,0.83,9.959999999999999
565114,20110901,22209,13588,12,0.83,9.959999999999999
565114,20110901,16011,13588,24,0.21,5.04
565114,20110901,51014L,13588,24,0.39,9.36
565114,20110901,84077,13588,96,0.29,27.839999999999996
565114,20110901,23445,13588,20,0.83,16.599999999999998
565114,20110901,21830,13588,24,0.42,10.08
565114,20110901,22619,13588,8,3.75,30
565114,20110901,23355,13588,4,4.95,19.8
565114,20110901,15034,13588,24,0.14,3.3600000000000003
565114,20110901,22567,13588,24,1.45,34.8
565114,20110901,22998,13588,24,0.42,10.08
565114,20110901,22093,13588,36,0.39,14.040000000000001
565114,20110901,22410,13588,12,1.25,15
565115,20110901,23018,16880,1,12.5,12.5
565115,20110901,48138,16880,3,8.25,24.75
565115,20110901,20685,16880,1,8.25,8.25
565115,20110901,21955,16880,1,8.25,8.25
565115,20110901,22690,16880,1,8.25,8.25
565115,20110901,48129,16880,1,8.25,8.25
565115,20110901,22687,16880,3,8.25,24.75
565115,20110901,21745,16880,1,3.75,3.75
565115,20110901,22197,16880,22,0.85,18.7
565115,20110901,22412,16880,6,2.1,12.600000000000001
565115,20110901,21172,16880,5,1.45,7.25
565115,20110901,22481,16880,1,1.25,1.25
565115,20110901,82552,16880,3,1.45,4.35
565115,20110901,82551,16880,3,1.45,4.35
565115,20110901,21179,16880,5,0.39,1.9500000000000002
565115,20110901,21028,16880,4,1.25,5
565115,20110901,21027,16880,9,1.25,11.25
565115,20110901,21621,16880,3,8.5,25.5
565115,20110901,21830,16880,48,0.42,20.16
565115,20110901,23017,16880,2,12.5,25
565115,20110901,23169,16880,1,4.15,4.15
565115,20110901,23012,16880,1,3.95,3.95
565115,20110901,23013,16880,2,3.95,7.9
565116,20110901,22086,13089,40,2.55,102
565116,20110901,23144,13089,24,0.83,19.919999999999998
565116,20110901,22867,13089,96,1.85,177.60000000000002
565116,20110901,23439,13089,96,1.85,177.60000000000002
565116,20110901,84945,13089,192,0.72,138.24
565116,20110901,23355,13089,24,4.15,99.60000000000001
565116,20110901,21485,13089,24,4.25,102
565116,20110901,21479,13089,24,3.39,81.36
565116,20110901,23356,13089,24,4.95,118.80000000000001
565116,20110901,22112,13089,24,4.25,102
565116,20110901,84030E,13089,24,3.75,90
565116,20110901,23358,13089,36,3.29,118.44
565116,20110901,23068,13089,16,2.49,39.84
565116,20110901,21326,13089,48,0.65,31.200000000000003
565116,20110901,84946,13089,24,1.25,30
565116,20110901,23223,13089,48,0.83,39.839999999999996
565116,20110901,23215,13089,24,2.08,49.92
565116,20110901,23225,13089,48,0.83,39.839999999999996
565116,20110901,22952,13089,48,0.55,26.400000000000002
565116,20110901,23376,13089,48,0.39,18.72
565116,20110901,22632,13089,96,1.85,177.60000000000002
565116,20110901,22865,13089,96,1.85,177.60000000000002
565116,20110901,22866,13089,96,1.85,177.60000000000002
565116,20110901,23320,13089,12,2.89,34.68
565116,20110901,85048,13089,12,6.95,83.4
565116,20110901,23375,13089,30,0.82,24.599999999999998
565116,20110901,23378,13089,48,0.39,18.72
565117,20110901,48185,13089,4,7.95,31.8
565117,20110901,22077,13089,12,1.65,19.799999999999997
565117,20110901,20685,13089,4,7.95,31.8
565117,20110901,22464,13089,12,1.65,19.799999999999997
565117,20110901,22361,13089,6,2.95,17.700000000000003
565117,20110901,84978,13089,24,1.25,30
565117,20110901,82600,13089,12,2.1,25.200000000000003
565117,20110901,47566,13089,12,4.95,59.400000000000006
565117,20110901,23307,13089,24,0.55,13.200000000000001
565117,20110901,23296,13089,16,1.25,20
565117,20110901,23295,13089,24,0.83,19.919999999999998
565117,20110901,23282,13089,12,0.83,9.959999999999999
565117,20110901,23281,13089,12,0.83,9.959999999999999
565117,20110901,23280,13089,12,0.83,9.959999999999999
565117,20110901,23245,13089,6,4.95,29.700000000000003
565117,20110901,23240,13089,12,4.15,49.800000000000004
565117,20110901,23206,13089,12,1.65,19.799999999999997
565117,20110901,23148,13089,24,0.83,19.919999999999998
565117,20110901,23118,13089,6,7.5,45
565117,20110901,23111,13089,4,12.5,50
565117,20110901,23110,13089,4,5.75,23
565117,20110901,23093,13089,8,2.49,19.92
565117,20110901,23032,13089,12,1.65,19.799999999999997
565117,20110901,23029,13089,12,1.65,19.799999999999997
565117,20110901,23028,13089,24,1.65,39.599999999999994
565117,20110901,23013,13089,6,3.95,23.700000000000003
565117,20110901,22892,13089,12,1.25,15
565117,20110901,22771,13089,24,1.25,30
565117,20110901,22699,13089,6,2.95,17.700000000000003
565117,20110901,22697,13089,12,2.95,35.400000000000006
565117,20110901,22631,13089,12,1.95,23.4
565117,20110901,22558,13089,24,1.65,39.599999999999994
565117,20110901,22467,13089,6,2.55,15.299999999999999
565117,20110901,22360,13089,6,2.95,17.700000000000003
565117,20110901,22169,13089,6,8.5,51
565117,20110901,22083,13089,12,2.95,35.400000000000006
565117,20110901,21955,13089,4,7.95,31.8
565117,20110901,21754,13089,4,5.95,23.8
565117,20110901,21672,13089,12,1.25,15
565117,20110901,21671,13089,12,1.25,15
565117,20110901,21670,13089,12,1.25,15
565117,20110901,15056N,13089,6,5.95,35.7
565117,20110901,22365,13089,4,7.95,31.8
565117,20110901,22151,13089,24,0.42,10.08
565117,20110901,22772,13089,12,1.25,15
565117,20110901,84946,13089,24,1.25,30
565117,20110901,85099B,13089,12,2.08,24.96
565117,20110901,22798,13089,12,2.95,35.400000000000006
565117,20110901,23126,13089,6,4.95,29.700000000000003
565117,20110901,22630,13089,12,1.95,23.4
565117,20110901,20725,13089,12,1.65,19.799999999999997
565117,20110901,22662,13089,12,1.65,19.799999999999997
565117,20110901,23209,13089,12,1.65,19.799999999999997
565117,20110901,22457,13089,12,2.95,35.400000000000006
565117,20110901,22773,13089,12,1.25,15
565117,20110901,84949,13089,36,1.65,59.4
565117,20110901,85123A,13089,32,2.55,81.6
565117,20110901,84406B,13089,12,4.15,49.800000000000004
565117,20110901,22456,13089,12,4.95,59.400000000000006
565117,20110901,23203,13089,12,2.08,24.96
565117,20110901,82484,13089,12,6.75,81
565117,20110901,23298,13089,12,4.95,59.400000000000006
565117,20110901,84879,13089,40,1.69,67.6
565117,20110901,22720,13089,6,4.95,29.700000000000003
565117,20110901,22362,13089,6,2.95,17.700000000000003
565117,20110901,21442,13089,12,0.85,10.2
565117,20110901,22296,13089,12,1.65,19.799999999999997
565117,20110901,20669,13089,24,1.25,30
565117,20110901,21284,13089,12,1.69,20.28
565118,20110901,22197,15039,12,0.85,10.2
565118,20110901,22994,15039,2,0.42,0.84
565118,20110901,22999,15039,2,0.42,0.84
565118,20110901,22998,15039,2,0.42,0.84
565118,20110901,23006,15039,2,0.42,0.84
565118,20110901,22672,15039,2,1.65,3.3
565118,20110901,22686,15039,1,1.25,1.25
565118,20110901,22676,15039,1,1.25,1.25
565118,20110901,22650,15039,1,1.45,1.45
565118,20110901,22624,15039,2,8.5,17
565118,20110901,22721,15039,1,4.95,4.95
565118,20110901,22665,15039,1,2.95,2.95
565118,20110901,20727,15039,1,1.65,1.65
565118,20110901,47599B,15039,1,2.1,2.1
565118,20110901,47599A,15039,1,2.1,2.1
565118,20110901,23243,15039,2,4.95,9.9
565118,20110901,21535,15039,1,2.55,2.55
565118,20110901,22470,15039,1,2.95,2.95
565118,20110901,22469,15039,2,1.65,3.3
565118,20110901,21078,15039,1,0.85,0.85
565118,20110901,22851,15039,1,0.85,0.85
565118,20110901,22090,15039,1,2.95,2.95
565118,20110901,21430,15039,24,3.39,81.36
565118,20110901,21238,15039,1,0.85,0.85
565118,20110901,21080,15039,1,0.85,0.85
565118,20110901,20727,15039,3,1.65,4.949999999999999
565118,20110901,47566,15039,18,4.95,89.10000000000001
565118,20110901,22424,15039,2,12.75,25.5
565118,20110901,22383,15039,10,1.65,16.5
565118,20110901,84508A,15039,1,2.55,2.55
565118,20110901,22662,15039,2,1.65,3.3
565118,20110901,22384,15039,2,1.65,3.3
565118,20110901,23207,15039,4,1.65,6.6
565118,20110901,22366,15039,1,8.25,8.25
565118,20110901,22414,15039,1,8.25,8.25
565118,20110901,22365,15039,1,8.25,8.25
565118,20110901,20685,15039,1,8.25,8.25
565118,20110901,15056N,15039,5,5.95,29.75
565118,20110901,23203,15039,10,2.08,20.8
565118,20110901,23202,15039,20,2.08,41.6
565118,20110901,23201,15039,10,2.08,20.8
565118,20110901,22386,15039,10,2.08,20.8
565118,20110901,22385,15039,10,2.08,20.8
565118,20110901,22411,15039,30,2.08,62.400000000000006
565119,20110901,85099B,16722,10,2.08,20.8
565119,20110901,20727,16722,10,1.65,16.5
565119,20110901,20726,16722,10,1.65,16.5
565119,20110901,23209,16722,10,1.65,16.5
565119,20110901,22382,16722,10,1.65,16.5
565119,20110901,22383,16722,10,1.65,16.5
565119,20110901,21498,16722,25,0.42,10.5
565119,20110901,21495,16722,25,0.42,10.5
565119,20110901,22045,16722,25,0.42,10.5
565119,20110901,22711,16722,25,0.42,10.5
565119,20110901,23549,16722,25,0.42,10.5
565119,20110901,16161U,16722,25,0.42,10.5
565119,20110901,23547,16722,25,0.42,10.5
565119,20110901,23550,16722,25,0.42,10.5
565119,20110901,22610,16722,36,0.19,6.84
565119,20110901,23310,16722,36,0.42,15.12
565119,20110901,21062,16722,12,0.85,10.2
565119,20110901,21061,16722,12,0.85,10.2
565119,20110901,21059,16722,12,0.85,10.2
565119,20110901,22750,16722,48,3.39,162.72
565119,20110901,20682,16722,6,3.25,19.5
565120,20110901,22699,15206,24,2.55,61.199999999999996
565120,20110901,22697,15206,24,2.55,61.199999999999996
565120,20110901,22698,15206,24,2.55,61.199999999999996
565121,20110901,21733,14239,6,2.95,17.700000000000003
565121,20110901,85123A,14239,6,2.95,17.700000000000003
565121,20110901,22470,14239,6,2.95,17.700000000000003
565121,20110901,23329,14239,12,1.65,19.799999999999997
565121,20110901,20685,14239,2,7.95,15.9
565121,20110901,48138,14239,2,7.95,15.9
565121,20110901,21535,14239,6,2.55,15.299999999999999
565121,20110901,21533,14239,6,4.95,29.700000000000003
565122,20110901,21975,13069,12,0.55,6.6000000000000005
565122,20110901,22417,13069,4,0.55,2.2
565122,20110901,22951,13069,1,0.55,0.55
565122,20110901,23307,13069,2,0.55,1.1
565122,20110901,23309,13069,2,0.55,1.1
565122,20110901,23308,13069,2,0.55,1.1
565122,20110901,21976,13069,1,0.55,0.55
565122,20110901,20677,13069,8,1.25,10
565122,20110901,21242,13069,12,1.69,20.28
565122,20110901,21244,13069,12,1.69,20.28
565122,20110901,21243,13069,12,1.69,20.28
565122,20110901,22120,13069,1,9.95,9.95
565122,20110901,21754,13069,1,6.25,6.25
565122,20110901,21755,13069,5,6.25,31.25
565122,20110901,23343,13069,1,2.08,2.08
565122,20110901,23344,13069,1,2.08,2.08
565122,20110901,23313,13069,1,4.95,4.95
565122,20110901,16259,13069,108,0.08,8.64
565122,20110901,84568,13069,1440,0.17,244.8
565122,20110901,23323,13069,2,2.1,4.2
565122,20110901,23322,13069,2,2.95,5.9
565122,20110901,22470,13069,2,2.95,5.9
565122,20110901,23185,13069,6,0.29,1.7399999999999998
565122,20110901,23263,13069,2,1.25,2.5
565122,20110901,23328,13069,1,3.75,3.75
565122,20110901,20676,13069,6,1.25,7.5
565122,20110901,23005,13069,5,0.42,2.1
565122,20110901,22998,13069,5,0.42,2.1
565122,20110901,22327,13069,2,2.95,5.9
565122,20110901,22326,13069,2,2.95,5.9
565122,20110901,22328,13069,2,2.95,5.9
565122,20110901,47590B,13069,1,5.45,5.45
565122,20110901,22551,13069,2,1.65,3.3
565122,20110901,82552,13069,3,1.45,4.35
565122,20110901,82551,13069,3,1.45,4.35
565122,20110901,21240,13069,8,0.85,6.8
565122,20110901,21238,13069,5,0.85,4.25
565122,20110901,23293,13069,1,0.83,0.83
565123,20110901,M,17949,96,5,480
565124,20110901,22965,12436,6,2.1,12.600000000000001
565124,20110901,22720,12436,6,4.95,29.700000000000003
565124,20110901,22668,12436,10,2.95,29.5
565124,20110901,23298,12436,9,4.95,44.550000000000004
565124,20110901,47590B,12436,9,5.45,49.050000000000004
565124,20110901,47566,12436,8,4.95,39.6
565124,20110901,47590A,12436,9,5.45,49.050000000000004
565124,20110901,23308,12436,24,0.55,13.200000000000001
565124,20110901,23309,12436,24,0.55,13.200000000000001
565124,20110901,84992,12436,24,0.55,13.200000000000001
565124,20110901,22417,12436,24,0.55,13.200000000000001
565124,20110901,21975,12436,24,0.55,13.200000000000001
565124,20110901,23234,12436,12,2.89,34.68
565124,20110901,23247,12436,12,2.89,34.68
565124,20110901,23243,12436,8,4.95,39.6
565124,20110901,POST,12436,2,40,80
565125,20110901,23322,14217,6,2.95,17.700000000000003
565125,20110901,23321,14217,12,1.65,19.799999999999997
565125,20110901,23332,14217,12,1.65,19.799999999999997
565125,20110901,21621,14217,2,8.5,17
565125,20110901,47566,14217,4,4.95,19.8
565125,20110901,23075,14217,4,4.15,16.6
565125,20110901,22723,14217,4,3.95,15.8
565126,20110901,90018A,17653,2,4.25,8.5
565126,20110901,22424,17653,2,12.75,25.5
565126,20110901,10133,17653,140,0.42,58.8
565126,20110901,20984,17653,240,0.29,69.6
565126,20110901,90183A,17653,6,2.95,17.700000000000003
565127,20110901,79321,13147,24,4.95,118.80000000000001
565128,20110901,21755,15189,18,5.45,98.10000000000001
565128,20110901,22668,15189,50,2.55,127.49999999999999
565128,20110901,22580,15189,3,5.95,17.85
565128,20110901,21462,15189,2,6.75,13.5
565128,20110901,20749,15189,2,7.95,15.9
565128,20110901,22326,15189,6,2.95,17.700000000000003
565128,20110901,22328,15189,6,2.95,17.700000000000003
565128,20110901,22131,15189,6,1.95,11.7
565129,20110901,20713,15719,1,2.08,2.08
565129,20110901,23202,15719,4,2.08,8.32
565129,20110901,21931,15719,4,2.08,8.32
565129,20110901,22411,15719,3,2.08,6.24
565129,20110901,23203,15719,7,2.08,14.56
565129,20110901,23200,15719,5,2.08,10.4
565129,20110901,22379,15719,2,2.1,4.2
565129,20110901,20718,15719,3,1.25,3.75
565129,20110901,85099B,15719,12,2.08,24.96
565129,20110901,85099F,15719,6,2.08,12.48
565129,20110901,21928,15719,4,2.08,8.32
565129,20110901,85099C,15719,4,2.08,8.32
565129,20110901,21930,15719,1,2.08,2.08
565129,20110901,22385,15719,3,2.08,6.24
565129,20110901,22386,15719,1,2.08,2.08
565129,20110901,23201,15719,2,2.08,4.16
565129,20110901,23199,15719,7,2.08,14.56
565129,20110901,22456,15719,2,4.95,9.9
565129,20110901,20685,15719,1,8.25,8.25
565129,20110901,21523,15719,1,8.25,8.25
565129,20110901,48187,15719,1,8.25,8.25
565129,20110901,82484,15719,2,7.95,15.9
565129,20110901,22383,15719,4,1.65,6.6
565129,20110901,23208,15719,2,1.65,3.3
565129,20110901,23118,15719,4,7.5,30
565129,20110901,23092,15719,1,7.9,7.9
565129,20110901,22382,15719,5,1.65,8.25
565129,20110901,20727,15719,3,1.65,4.949999999999999
565129,20110901,22896,15719,2,2.55,5.1
565129,20110901,23298,15719,2,4.95,9.9
565129,20110901,23207,15719,3,1.65,4.949999999999999
565129,20110901,22384,15719,2,1.65,3.3
565129,20110901,20725,15719,7,1.65,11.549999999999999
565129,20110901,20723,15719,4,0.85,3.4
565129,20110901,22355,15719,3,0.85,2.55
565129,20110901,20724,15719,4,0.85,3.4
565129,20110901,23191,15719,2,1.65,3.3
565129,20110901,23196,15719,4,1.45,5.8
565129,20110901,23197,15719,4,1.45,5.8
565129,20110901,84536A,15719,4,0.42,1.68
565129,20110901,84536B,15719,2,0.42,0.84
565129,20110901,84535B,15719,3,0.65,1.9500000000000002
565129,20110901,10133,15719,3,0.42,1.26
565129,20110901,20979,15719,2,1.25,2.5
565129,20110901,20977,15719,2,1.25,2.5
565129,20110901,20974,15719,4,0.65,2.6
565129,20110901,22993,15719,4,1.25,5
565129,20110901,22980,15719,1,1.65,1.65
565129,20110901,22666,15719,2,2.95,5.9
565129,20110901,22667,15719,2,2.95,5.9
565129,20110901,22554,15719,2,1.65,3.3
565129,20110901,22553,15719,2,1.65,3.3
565129,20110901,22551,15719,2,1.65,3.3
565129,20110901,22556,15719,1,1.65,1.65
565129,20110901,22555,15719,1,1.65,1.65
565129,20110901,21908,15719,2,2.1,4.2
565129,20110901,82600,15719,1,2.1,2.1
565129,20110901,82567,15719,1,2.1,2.1
565129,20110901,82582,15719,1,2.1,2.1
565129,20110901,21174,15719,3,2.08,6.24
565129,20110901,82483,15719,2,6.95,13.9
565129,20110901,22508,15719,1,3.75,3.75
565129,20110901,21411,15719,1,4.25,4.25
565129,20110901,23236,15719,1,2.89,2.89
565129,20110901,84836,15719,6,1.25,7.5
565129,20110901,23209,15719,5,1.65,8.25
565129,20110901,82486,15719,2,8.95,17.9
565129,20110901,21430,15719,1,3.75,3.75
565129,20110901,23243,15719,2,4.95,9.9
565129,20110901,21975,15719,2,0.55,1.1
565129,20110901,22417,15719,1,0.55,0.55
565129,20110901,23307,15719,3,0.55,1.6500000000000001
565129,20110901,21212,15719,3,0.55,1.6500000000000001
565129,20110901,21213,15719,2,0.55,1.1
565129,20110901,37413,15719,6,0.39,2.34
565129,20110901,21993,15719,4,1.25,5
565129,20110901,21990,15719,4,1.25,5
565129,20110901,85123A,15719,5,2.95,14.75
565129,20110901,23206,15719,5,1.65,8.25
565129,20110901,82494L,15719,3,2.95,8.850000000000001
565129,20110901,22766,15719,2,2.95,5.9
565129,20110901,82482,15719,1,2.95,2.95
565129,20110901,21080,15719,3,0.85,2.55
565129,20110901,22908,15719,3,0.85,2.55
565129,20110901,22907,15719,3,0.85,2.55
565129,20110901,22613,15719,2,0.85,1.7
565129,20110901,85183B,15719,1,1.25,1.25
565133,20110901,23293,13458,16,0.83,13.28
565133,20110901,23295,13458,8,0.83,6.64
565133,20110901,23322,13458,12,2.95,35.400000000000006
565133,20110901,23321,13458,12,1.65,19.799999999999997
565133,20110901,22384,13458,10,1.65,16.5
565133,20110901,23209,13458,20,1.65,33
565133,20110901,22383,13458,10,1.65,16.5
565133,20110901,23298,13458,6,4.95,29.700000000000003
565133,20110901,47566,13458,8,4.95,39.6
565133,20110901,85123A,13458,12,2.95,35.400000000000006
565133,20110901,22197,13458,12,0.85,10.2
565133,20110901,23118,13458,4,7.5,30
565133,20110901,21986,13458,24,0.29,6.959999999999999
565133,20110901,22508,13458,8,3.75,30
565139,20110901,21086,16422,216,0.53,114.48
565139,20110901,22083,16422,40,2.55,102
565139,20110901,22090,16422,40,2.55,102
565139,20110901,47590B,16422,50,4.65,232.50000000000003
565141,20110901,21523,17841,1,8.25,8.25
565141,20110901,21669,17841,6,1.45,8.7
565141,20110901,23171,17841,2,1.65,3.3
565141,20110901,23170,17841,2,1.65,3.3
565141,20110901,22999,17841,1,0.42,0.42
565141,20110901,22998,17841,1,0.42,0.42
565141,20110901,22991,17841,1,1.95,1.95
565141,20110901,22750,17841,1,3.75,3.75
565141,20110901,22771,17841,1,1.25,1.25
565141,20110901,22992,17841,1,1.95,1.95
565141,20110901,47563A,17841,2,1.25,2.5
565141,20110901,23298,17841,2,4.95,9.9
565141,20110901,22978,17841,1,3.75,3.75
565141,20110901,21381,17841,2,1.69,3.38
565141,20110901,22429,17841,4,4.25,17
565141,20110901,82578,17841,1,0.55,0.55
565141,20110901,82580,17841,1,0.55,0.55
565141,20110901,21668,17841,14,1.45,20.3
565141,20110901,21672,17841,1,1.45,1.45
565141,20110901,22775,17841,4,1.25,5
565141,20110901,21669,17841,8,1.45,11.6
565141,20110901,23035,17841,12,1.45,17.4
565141,20110901,22677,17841,1,1.25,1.25
565141,20110901,22679,17841,1,1.25,1.25
565141,20110901,84792,17841,1,4.65,4.65
565141,20110901,22869,17841,2,1.95,3.9
565141,20110901,23204,17841,1,0.85,0.85
565141,20110901,21976,17841,1,0.55,0.55
565141,20110901,23209,17841,1,1.65,1.65
565141,20110901,20726,17841,1,1.65,1.65
565141,20110901,22384,17841,1,1.65,1.65
565141,20110901,20725,17841,1,1.65,1.65
565141,20110901,20726,17841,1,1.65,1.65
565141,20110901,22381,17841,1,2.1,2.1
565141,20110901,21439,17841,1,1.25,1.25
565141,20110901,20726,17841,1,1.65,1.65
565141,20110901,20725,17841,1,1.65,1.65
565141,20110901,23207,17841,1,1.65,1.65
565141,20110901,22475,17841,1,4.95,4.95
565141,20110901,20711,17841,2,2.08,4.16
565141,20110901,23199,17841,1,2.08,2.08
565141,20110901,23206,17841,2,1.65,3.3
565141,20110901,21155,17841,1,2.55,2.55
565141,20110901,22896,17841,1,2.55,2.55
565141,20110901,22326,17841,2,2.95,5.9
565141,20110901,21784,17841,1,9.95,9.95
565141,20110901,22851,17841,1,0.85,0.85
565141,20110901,21559,17841,1,2.55,2.55
565141,20110901,23148,17841,2,0.83,1.66
565141,20110901,72801G,17841,1,1.25,1.25
565141,20110901,22245,17841,1,0.85,0.85
565141,20110901,22041,17841,3,2.55,7.6499999999999995
565141,20110901,21260,17841,1,3.25,3.25
565141,20110901,22254,17841,6,1.25,7.5
565141,20110901,22255,17841,6,0.85,5.1
565141,20110901,47421,17841,2,0.42,0.84
565141,20110901,85199S,17841,1,0.42,0.42
565141,20110901,21975,17841,4,0.55,2.2
565141,20110901,22309,17841,1,2.55,2.55
565141,20110901,22219,17841,5,0.85,4.25
565141,20110901,84971S,17841,1,0.85,0.85
565141,20110901,22457,17841,2,2.95,5.9
565141,20110901,21976,17841,1,0.55,0.55
565141,20110901,21154,17841,2,1.25,2.5
565141,20110901,21927,17841,2,1.25,2.5
565141,20110901,22621,17841,1,1.65,1.65
565141,20110901,23191,17841,1,1.65,1.65
565141,20110901,85038,17841,1,2.1,2.1
565141,20110901,22173,17841,1,3.29,3.29
565141,20110901,22134,17841,1,0.42,0.42
565141,20110901,22310,17841,2,1.65,3.3
565141,20110901,22222,17841,2,4.95,9.9
565141,20110901,22978,17841,1,3.75,3.75
565141,20110901,22041,17841,2,2.55,5.1
565141,20110901,21686,17841,1,39.95,39.95
565141,20110901,21218,17841,2,3.75,7.5
565141,20110901,21499,17841,25,0.42,10.5
565141,20110901,21500,17841,25,0.42,10.5
565141,20110901,46000U,17841,1,1.25,1.25
565141,20110901,46000S,17841,1,1.45,1.45
565141,20110901,46000M,17841,5,1.55,7.75
565142,20110901,84947,17386,72,1.06,76.32000000000001
565142,20110901,22791,17386,72,1.06,76.32000000000001
565143,20110901,20727,17386,2,1.65,3.3
